Honesty ,Scalability ,Robustness,Direct Trust,Indirect Trust,Aggregation
0.270,0.940,0.456,0.196,0.752,0.523
0.715,0.133,0.607,0.701,0.362,0.503
0.200,0.728,0.877,0.121,0.676,0.520
0.684,0.105,0.560,0.553,0.444,0.469
0.538,0.121,0.282,0.583,0.243,0.353
0.449,0.723,0.202,0.109,0.034,0.303
0.193,0.513,0.898,0.640,0.976,0.644
0.999,0.996,0.651,0.506,0.389,0.708
0.970,0.633,0.901,0.957,0.348,0.762
0.916,0.214,0.216,0.613,0.903,0.572
0.699,0.141,0.925,0.655,0.925,0.669
0.344,0.638,0.362,0.248,0.151,0.349
0.177,0.661,0.104,0.355,0.309,0.321
0.396,0.353,0.487,0.706,0.255,0.439
0.641,0.982,0.839,0.033,0.024,0.504
0.104,0.048,0.479,0.270,0.295,0.239
0.407,0.892,0.054,0.009,0.137,0.300
0.113,0.576,0.514,0.152,0.349,0.341
0.019,0.006,0.300,0.035,0.937,0.259
0.037,0.880,0.287,0.890,0.083,0.435
0.526,0.379,0.111,0.189,0.229,0.287
0.040,0.068,0.638,0.862,0.616,0.445
0.620,0.615,0.393,0.699,0.587,0.583
0.765,0.914,0.136,0.644,0.454,0.583
0.299,0.957,0.237,0.243,0.598,0.467
0.032,0.819,0.471,0.495,0.124,0.388
0.808,0.108,0.325,0.625,0.130,0.399
0.387,0.433,0.111,0.940,0.921,0.558
0.268,0.434,0.870,0.860,0.371,0.561
0.958,0.831,0.393,0.636,0.395,0.643
0.311,0.241,0.759,0.705,0.760,0.555
0.175,0.933,0.499,0.649,0.514,0.554
0.129,0.201,0.065,0.192,0.272,0.172
0.503,0.742,0.467,0.254,0.626,0.519
0.514,0.152,0.583,0.863,0.022,0.427
0.369,0.228,0.680,0.806,0.220,0.461
0.390,0.112,0.549,0.471,0.853,0.475
0.898,0.881,0.843,0.541,0.428,0.718
0.411,0.824,0.682,0.108,0.100,0.425
0.253,0.588,0.594,0.969,0.128,0.507
0.205,0.631,0.657,0.572,0.594,0.532
0.476,0.173,0.089,0.536,0.069,0.269
0.935,0.956,0.017,0.993,0.996,0.779
0.393,0.437,0.709,0.407,0.931,0.575
0.189,0.421,0.263,0.436,0.234,0.309
0.320,0.328,0.779,0.936,0.532,0.579
0.597,0.164,0.878,0.533,0.766,0.587
0.802,0.782,0.629,0.236,0.259,0.541
0.368,0.699,0.768,0.882,0.726,0.689
0.223,0.309,0.553,0.267,0.658,0.402
0.910,0.527,0.292,0.416,0.394,0.508
0.774,0.185,0.402,0.066,0.840,0.453
0.591,0.602,0.463,0.422,0.837,0.583
0.173,0.187,0.259,0.891,0.868,0.476
0.658,0.548,0.927,0.606,0.351,0.618
0.844,0.606,0.287,0.494,0.811,0.608
0.245,0.146,0.797,0.918,0.086,0.438
0.669,0.147,0.248,0.798,0.383,0.449
0.907,0.737,0.215,0.676,0.848,0.677
0.609,0.799,0.766,0.739,0.819,0.747
0.387,0.127,0.031,0.684,0.376,0.321
0.916,0.355,0.766,0.470,0.509,0.603
0.291,0.416,0.213,0.640,0.219,0.356
0.387,0.477,0.199,0.314,0.363,0.348
0.313,0.848,0.334,0.015,0.194,0.341
0.414,0.828,0.051,0.628,0.296,0.444
0.393,0.099,0.005,0.613,0.275,0.277
0.717,0.531,0.151,0.935,0.069,0.481
0.219,0.698,0.030,0.970,0.539,0.491
0.133,0.300,0.602,0.214,0.573,0.364
0.285,0.304,0.472,0.152,0.551,0.353
0.062,0.571,0.319,0.394,0.591,0.387
0.253,0.463,0.408,0.517,0.230,0.374
0.681,0.855,0.707,0.253,0.122,0.524
0.967,0.655,0.113,0.452,0.695,0.576
0.094,0.514,0.389,0.729,0.608,0.467
0.553,0.820,0.731,0.735,0.705,0.709
0.477,0.392,0.584,0.723,0.864,0.608
0.440,0.162,0.820,0.450,0.967,0.568
0.358,0.222,0.081,0.037,0.799,0.300
0.245,0.751,0.519,0.760,0.418,0.539
0.113,0.833,0.887,0.942,0.334,0.622
0.909,0.126,0.472,0.812,0.185,0.501
0.175,0.937,0.679,0.123,0.295,0.442
0.096,0.676,0.531,0.065,0.967,0.467
0.948,0.024,0.472,0.154,0.622,0.444
0.177,0.477,0.491,0.901,0.008,0.411
0.633,0.125,0.873,0.574,0.373,0.516
0.714,0.780,0.966,0.813,0.047,0.664
0.243,0.245,0.163,0.614,0.042,0.261
0.335,0.149,0.039,0.146,0.632,0.260
0.638,0.817,0.316,0.870,0.521,0.632
0.714,0.751,0.324,0.179,0.247,0.443
0.803,0.208,0.757,0.061,0.057,0.377
0.831,0.959,0.218,0.476,0.556,0.608
0.181,0.215,0.541,0.691,0.710,0.467
0.147,0.254,0.546,0.414,0.333,0.339
0.934,0.174,0.523,0.965,0.885,0.696
0.453,0.643,0.670,0.954,0.655,0.675
0.289,0.572,0.323,0.027,0.341,0.311
0.249,0.841,0.237,0.390,0.890,0.522
0.322,0.616,0.075,0.660,0.271,0.389
0.551,0.610,0.079,0.629,0.274,0.429
0.303,0.017,0.890,0.728,0.101,0.408
0.844,0.648,0.564,0.930,0.335,0.664
0.782,0.130,0.866,0.345,0.334,0.491
0.538,0.530,0.784,0.428,0.508,0.558
0.769,0.985,0.589,0.945,0.773,0.812
0.722,0.389,0.475,0.319,0.428,0.467
0.475,0.387,0.426,0.756,0.508,0.510
0.042,0.503,0.101,0.318,0.168,0.226
0.097,0.471,0.888,0.637,0.563,0.531
0.841,0.352,0.366,0.981,0.782,0.664
0.813,0.726,0.159,0.210,0.805,0.542
0.363,0.778,0.976,0.992,0.433,0.709
0.601,0.777,0.222,0.788,0.176,0.513
0.873,0.762,0.324,0.167,0.428,0.511
0.054,0.132,0.960,0.087,0.463,0.339
0.967,0.388,0.770,0.496,0.774,0.679
0.338,0.098,0.346,0.429,0.932,0.429
0.484,0.082,0.081,0.140,0.373,0.232
0.731,0.203,0.144,0.027,0.177,0.256
0.185,0.333,0.774,0.226,0.802,0.464
0.158,0.364,0.919,0.913,0.705,0.612
0.326,0.037,0.290,0.337,0.743,0.347
0.990,0.194,0.324,0.789,0.064,0.472
0.012,0.171,0.950,0.559,0.156,0.369
0.786,0.552,0.176,0.340,0.425,0.456
0.927,0.575,0.270,0.316,0.322,0.482
0.789,0.970,0.406,0.315,0.625,0.621
0.228,0.123,0.832,0.459,0.775,0.483
0.160,0.096,0.125,0.918,0.156,0.291
0.291,0.917,0.268,0.126,0.920,0.504
0.701,0.607,0.857,0.203,0.372,0.548
0.615,0.916,0.542,0.249,0.195,0.504
0.311,0.854,0.051,0.591,0.133,0.388
0.294,0.731,0.689,0.712,0.353,0.556
0.753,0.070,0.616,0.588,0.463,0.498
0.618,0.057,0.925,0.662,0.272,0.507
0.443,0.552,0.114,0.228,0.673,0.402
0.408,0.297,0.349,0.665,0.999,0.544
0.657,0.384,0.042,0.510,0.727,0.464
0.685,0.414,0.567,0.798,0.139,0.521
0.362,0.956,0.710,0.512,0.681,0.644
0.911,0.512,0.722,0.140,0.351,0.527
0.886,0.628,0.053,0.731,0.705,0.601
0.659,0.911,0.707,0.122,0.810,0.642
0.906,0.735,0.167,0.954,0.911,0.735
0.556,0.958,0.812,0.999,0.844,0.834
0.991,0.450,0.029,0.409,0.007,0.377
0.122,0.175,0.523,0.954,0.454,0.446
0.385,0.325,0.937,0.540,0.814,0.600
0.565,0.013,0.653,0.727,0.205,0.433
0.952,0.307,0.448,0.640,0.307,0.531
1.000,0.402,0.636,0.530,0.349,0.583
0.898,0.255,0.234,0.357,0.832,0.515
0.049,0.545,0.606,0.261,0.935,0.479
0.058,0.262,0.413,0.091,0.571,0.279
0.138,0.725,0.409,0.655,0.278,0.441
0.644,0.339,0.111,0.372,0.772,0.448
0.507,0.994,0.042,0.119,0.746,0.482
0.776,0.637,0.795,0.409,0.663,0.656
0.157,0.510,0.322,0.280,0.684,0.391
0.592,0.346,0.712,0.077,0.981,0.541
0.303,0.345,0.894,0.485,0.975,0.600
0.635,0.701,0.810,0.138,0.990,0.655
0.483,0.914,0.419,0.457,0.476,0.549
0.039,0.861,0.909,0.061,0.555,0.485
0.435,0.690,0.117,0.304,0.474,0.404
0.480,0.574,0.553,0.081,0.008,0.339
0.780,0.414,0.063,0.338,0.817,0.482
0.730,0.141,0.399,0.285,0.033,0.318
0.633,0.308,0.269,0.532,0.988,0.546
0.292,0.466,0.404,0.725,0.411,0.460
0.937,0.142,0.567,0.487,0.431,0.513
0.562,0.890,0.104,0.911,0.798,0.653
0.117,0.067,0.253,0.399,0.511,0.270
0.872,0.185,0.219,0.547,0.833,0.531
0.985,0.899,0.925,0.946,0.521,0.855
0.127,0.425,0.461,0.978,0.484,0.495
0.801,0.364,0.276,0.611,0.625,0.536
0.511,0.734,0.986,0.894,0.528,0.731
0.870,0.953,0.255,0.714,0.241,0.607
0.032,0.430,0.558,0.026,0.804,0.370
0.202,0.524,0.364,0.583,0.620,0.459
0.782,0.507,0.816,0.409,0.563,0.615
0.388,0.036,0.660,0.189,0.839,0.422
0.365,0.314,0.083,0.921,0.083,0.353
0.550,0.623,0.228,0.952,0.804,0.631
0.812,0.376,0.660,0.097,0.095,0.408
0.615,0.047,0.959,0.921,0.740,0.656
0.443,0.183,0.376,0.779,0.898,0.536
0.820,0.116,0.671,0.238,0.194,0.408
0.923,0.341,0.686,0.266,0.319,0.507
0.442,0.908,0.262,0.711,0.678,0.600
0.304,0.237,0.612,0.107,0.526,0.357
0.262,0.961,0.797,0.165,0.305,0.498
0.545,0.422,0.428,0.073,0.513,0.396
0.246,0.198,0.829,0.437,0.626,0.467
0.105,0.114,0.671,0.462,0.382,0.347
0.315,0.710,0.498,0.657,0.955,0.627
0.393,0.357,0.353,0.316,0.662,0.416
0.537,0.034,0.707,0.474,0.083,0.367
0.409,0.454,0.012,0.871,0.138,0.377
0.771,0.856,0.005,0.090,0.796,0.504
0.272,0.038,0.401,0.714,0.172,0.320
0.805,0.657,0.825,0.635,0.513,0.687
0.491,0.774,0.105,0.143,0.484,0.399
0.958,0.115,0.580,0.680,0.001,0.467
0.956,0.662,0.063,0.643,0.728,0.610
0.273,0.129,0.441,0.375,0.513,0.346
0.223,0.210,0.516,0.187,0.809,0.389
0.029,0.925,0.893,0.970,0.452,0.654
0.937,0.054,0.218,0.017,0.080,0.261
0.111,0.249,0.947,0.819,0.632,0.552
0.697,0.787,0.976,0.638,0.252,0.670
0.184,0.451,0.516,0.018,0.343,0.303
0.062,0.013,0.468,0.616,0.065,0.245
0.167,0.475,0.020,0.450,0.487,0.320
0.203,0.006,0.946,0.915,0.608,0.535
0.178,0.487,0.008,0.736,0.829,0.448
0.242,0.527,0.675,0.068,0.065,0.315
0.008,0.220,0.384,0.212,0.472,0.259
0.649,0.261,0.818,0.530,0.857,0.623
0.997,0.736,0.034,0.991,0.417,0.635
0.907,0.125,0.518,0.834,0.460,0.569
0.246,0.137,0.810,0.462,0.860,0.503
0.796,0.649,0.250,0.805,0.252,0.550
0.733,0.862,0.272,0.996,0.903,0.753
0.596,0.370,0.602,0.144,0.826,0.507
0.320,0.485,0.546,0.316,0.320,0.397
0.944,0.345,0.067,0.474,0.689,0.504
0.635,0.952,0.042,0.551,0.228,0.482
0.473,0.259,0.306,0.098,0.766,0.381
0.201,0.989,0.319,0.397,0.614,0.504
0.237,0.510,0.113,0.416,0.258,0.307
0.309,0.759,0.869,0.892,0.337,0.633
0.209,0.408,0.105,0.470,0.075,0.253
0.582,0.272,0.618,0.872,0.782,0.625
0.776,0.875,0.021,0.272,0.603,0.509
0.948,0.349,0.813,0.384,0.269,0.553
0.597,0.945,0.487,0.115,0.815,0.592
0.220,0.650,0.082,0.750,0.453,0.431
0.687,0.731,0.228,0.613,0.711,0.594
0.642,0.006,0.379,0.250,0.278,0.311
0.271,0.585,0.056,0.189,0.315,0.283
0.906,0.869,0.116,0.440,0.081,0.482
0.650,0.116,0.441,0.530,0.867,0.521
0.859,0.282,0.935,0.933,0.731,0.748
0.313,0.304,0.269,0.896,0.813,0.519
0.382,0.876,0.805,0.366,0.817,0.649
0.154,0.736,0.520,0.227,0.180,0.363
0.778,0.514,0.179,0.423,0.824,0.544
0.809,0.481,0.887,0.037,0.434,0.529
0.199,0.451,0.395,0.105,0.359,0.302
0.464,0.813,0.260,0.985,0.179,0.540
0.278,0.742,0.115,0.937,0.676,0.550
0.448,0.686,0.244,0.368,0.439,0.437
0.189,0.232,0.257,0.520,0.215,0.283
0.948,0.920,0.797,0.246,0.457,0.674
0.823,0.740,0.201,0.284,0.823,0.574
0.744,0.741,0.489,0.390,0.607,0.594
0.907,0.841,0.767,0.401,0.018,0.587
0.450,0.510,0.679,0.235,0.680,0.511
0.813,0.684,0.732,0.255,0.170,0.531
0.395,0.876,0.495,0.959,0.976,0.740
0.705,0.285,0.770,0.716,0.165,0.528
0.239,0.874,0.550,0.237,0.775,0.535
0.588,0.023,0.543,0.132,0.332,0.323
0.391,0.671,0.998,0.885,0.216,0.632
0.580,0.042,0.012,0.352,0.676,0.332
0.871,0.059,0.607,0.986,0.973,0.699
0.157,0.885,0.903,0.061,0.525,0.506
0.709,0.560,0.817,0.890,0.256,0.646
0.166,0.289,0.765,0.225,0.072,0.303
0.710,0.287,0.621,0.262,0.301,0.436
0.187,0.174,0.760,0.469,0.133,0.345
0.762,0.879,0.411,0.582,0.713,0.669
0.552,0.813,0.753,0.906,0.929,0.791
0.368,0.392,0.457,0.041,0.901,0.432
0.850,0.087,0.195,0.602,0.862,0.519
0.187,0.230,0.681,0.275,0.757,0.426
0.421,0.753,0.123,0.919,0.597,0.562
0.460,0.893,0.641,0.343,0.348,0.537
0.776,0.140,0.488,0.589,0.205,0.440
0.187,0.504,0.853,0.314,0.764,0.524
0.391,0.302,0.457,0.053,0.414,0.324
0.563,0.128,0.626,0.006,0.978,0.460
0.690,0.195,0.281,0.967,0.012,0.429
0.560,0.934,0.660,0.883,0.302,0.668
0.477,0.467,0.115,0.621,0.283,0.393
0.192,0.205,0.122,0.076,0.464,0.212
0.997,0.850,0.583,0.852,0.752,0.807
0.111,0.371,0.691,0.657,0.819,0.530
0.764,0.087,0.764,0.670,0.059,0.469
0.488,0.740,0.772,0.773,0.420,0.639
0.061,0.841,0.476,0.931,0.115,0.485
0.595,0.763,0.228,0.639,0.820,0.609
0.325,0.073,0.178,0.190,0.028,0.159
0.799,0.609,0.238,0.983,0.845,0.695
0.704,0.071,0.958,0.531,0.175,0.488
0.008,0.514,0.143,0.072,0.207,0.189
0.717,0.518,0.670,0.909,0.328,0.628
0.647,0.597,0.330,0.618,0.915,0.621
0.456,0.505,0.555,0.469,0.361,0.469
0.660,0.142,0.284,0.635,0.094,0.363
0.999,0.805,0.078,0.533,0.591,0.601
0.336,0.964,0.861,0.995,0.411,0.713
0.924,0.797,0.873,0.228,0.016,0.568
0.806,0.238,0.073,0.964,0.150,0.446
0.745,0.075,0.579,0.309,0.598,0.461
0.250,0.993,0.264,0.966,0.470,0.589
0.704,0.744,0.106,0.083,0.485,0.424
0.326,0.287,0.178,0.019,0.315,0.225
0.440,0.634,0.588,0.525,0.242,0.486
0.353,0.625,0.492,0.247,0.894,0.522
0.942,0.366,0.608,0.653,0.510,0.616
0.560,0.263,0.590,0.640,0.415,0.494
0.352,0.344,0.037,0.362,0.527,0.325
0.600,0.198,0.373,0.814,0.850,0.567
0.078,0.557,0.791,0.342,0.649,0.483
0.829,0.992,0.409,0.491,0.717,0.688
0.251,0.214,0.004,0.292,0.637,0.280
0.479,0.429,0.394,0.881,0.934,0.624
0.778,0.867,0.162,0.251,0.303,0.472
0.995,0.596,0.915,0.940,0.773,0.844
0.697,0.532,0.719,0.726,0.260,0.586
0.387,0.018,0.489,0.968,1.000,0.572
0.779,0.111,0.287,0.055,0.142,0.275
0.482,0.326,0.889,0.783,0.561,0.608
0.761,0.078,0.028,0.588,0.946,0.480
0.114,0.606,0.953,0.307,0.865,0.569
0.018,0.540,0.464,0.059,0.439,0.304
0.453,0.742,0.415,0.532,0.849,0.598
0.075,0.200,0.092,0.520,0.498,0.277
0.166,0.900,0.780,0.449,0.564,0.572
0.219,0.988,0.146,0.075,0.727,0.431
0.002,0.437,0.191,0.621,0.924,0.435
0.359,0.853,0.147,0.314,0.705,0.476
0.075,0.413,0.053,0.696,0.420,0.331
0.892,0.738,0.682,0.317,0.829,0.691
0.356,0.326,0.899,0.400,0.640,0.524
0.469,0.509,0.222,0.724,0.129,0.411
0.396,0.479,0.597,0.337,0.212,0.404
0.290,0.489,0.355,0.671,0.308,0.423
0.062,0.465,0.204,0.830,0.217,0.355
0.156,0.575,0.198,0.762,0.632,0.465
0.378,0.242,0.950,0.093,0.416,0.416
0.480,0.520,0.243,1.000,0.649,0.578
0.781,0.947,0.219,0.736,0.887,0.714
0.067,0.736,0.925,0.550,0.952,0.646
0.646,0.672,0.751,0.685,0.585,0.668
0.474,0.372,0.934,0.235,0.487,0.500
0.885,0.145,0.643,0.348,0.459,0.496
0.192,0.122,0.830,0.265,0.730,0.428
0.191,0.483,0.727,0.552,0.935,0.578
0.320,0.490,0.355,0.381,0.776,0.464
0.106,0.833,0.867,0.862,0.278,0.589
0.319,0.762,0.495,0.372,0.026,0.395
0.632,0.320,0.580,0.409,0.966,0.581
0.490,0.569,0.667,0.794,0.337,0.571
0.168,0.611,0.269,0.919,0.269,0.447
0.065,0.928,0.662,0.295,0.270,0.444
0.079,0.919,0.944,0.660,0.095,0.539
0.925,0.328,0.045,0.496,0.787,0.516
0.613,0.413,0.657,0.672,0.413,0.554
0.315,0.615,0.098,0.506,0.239,0.355
0.255,0.395,0.419,0.169,0.786,0.405
0.376,0.055,0.214,0.588,0.511,0.349
0.744,0.270,0.860,0.558,0.168,0.520
0.759,0.878,0.748,0.979,0.919,0.856
0.515,0.286,0.708,0.510,0.295,0.463
0.452,0.877,0.576,0.169,0.145,0.444
0.908,0.289,0.272,0.786,0.361,0.523
0.337,0.550,0.646,0.742,0.386,0.532
0.470,0.377,0.584,0.354,0.115,0.380
0.996,0.003,0.184,0.516,0.053,0.350
0.924,0.514,0.451,0.264,0.793,0.589
0.656,0.626,0.602,0.528,0.084,0.499
0.293,0.514,0.140,0.722,0.283,0.390
0.262,0.088,0.472,0.445,0.468,0.347
0.466,0.253,0.981,0.292,0.087,0.416
0.043,0.287,0.769,0.802,0.688,0.518
0.651,0.649,0.934,0.336,0.715,0.657
0.560,0.916,0.577,0.622,0.754,0.686
0.278,0.550,0.635,0.157,0.368,0.398
0.194,0.870,0.109,0.485,0.604,0.452
0.143,0.525,0.502,0.329,0.422,0.384
0.054,0.630,0.265,0.375,0.225,0.310
0.063,0.685,0.304,0.183,0.353,0.318
0.088,0.065,0.290,0.543,0.811,0.359
0.074,0.830,0.397,0.731,0.620,0.530
1.000,0.903,0.745,0.024,0.421,0.618
0.649,0.352,0.399,0.833,0.067,0.460
0.962,0.062,0.405,0.163,0.200,0.358
0.147,0.473,0.118,0.806,0.011,0.311
0.835,0.222,0.124,0.995,0.727,0.581
0.129,0.816,0.030,0.943,0.522,0.488
0.505,0.440,0.044,0.135,0.393,0.303
0.451,0.189,0.320,0.009,0.622,0.318
0.204,0.198,0.389,0.409,0.874,0.415
0.015,0.840,0.919,0.117,0.173,0.413
0.638,0.122,0.604,0.159,0.615,0.428
0.347,0.462,0.555,0.281,0.072,0.343
0.486,0.248,0.169,0.819,0.070,0.358
0.590,0.396,0.298,0.546,0.555,0.477
0.169,0.479,0.357,0.400,0.989,0.479
0.701,0.023,0.901,0.155,0.098,0.375
0.475,0.135,0.726,0.333,0.828,0.499
0.361,0.343,0.974,0.491,0.390,0.512
0.077,0.954,0.104,0.929,0.565,0.526
0.341,0.737,0.912,0.493,0.109,0.518
0.917,0.903,0.373,0.033,0.578,0.561
0.457,0.817,0.872,0.233,0.229,0.522
0.301,0.610,0.726,0.446,0.021,0.421
0.667,0.047,0.866,0.003,0.042,0.325
0.777,0.584,0.171,0.389,0.959,0.576
0.289,0.066,0.827,0.465,0.348,0.399
0.461,0.408,0.734,0.077,0.590,0.454
0.700,0.195,0.276,0.396,0.419,0.397
0.331,0.373,0.657,0.101,0.068,0.306
0.545,1.000,0.737,0.752,0.485,0.704
0.753,0.770,0.273,0.468,0.266,0.506
0.303,0.411,0.152,0.282,0.310,0.291
0.365,0.132,0.250,0.269,0.990,0.401
0.634,0.941,0.158,0.643,0.216,0.518
0.432,0.936,0.935,0.028,0.782,0.623
0.802,0.038,0.399,0.786,0.933,0.592
0.784,0.761,0.086,0.073,0.555,0.452
0.251,0.521,0.647,0.049,0.608,0.415
0.685,0.218,0.181,0.491,0.743,0.464
0.046,0.977,0.587,0.111,0.668,0.478
0.847,0.212,0.034,0.646,0.325,0.413
0.442,0.932,0.353,0.515,0.941,0.637
0.785,0.518,0.049,0.785,0.567,0.541
0.372,0.360,0.100,0.658,0.696,0.437
0.861,0.156,0.965,0.955,0.890,0.765
0.392,0.231,0.645,0.168,0.108,0.309
0.746,0.778,0.570,0.192,0.076,0.472
0.773,0.213,0.071,0.996,0.995,0.609
0.395,0.328,0.816,0.616,0.550,0.541
0.794,0.918,0.137,0.205,0.478,0.507
0.813,0.047,0.069,0.327,0.927,0.437
0.694,0.036,0.597,0.116,0.835,0.456
0.310,0.528,0.423,0.425,0.868,0.511
0.186,0.945,0.772,0.577,0.236,0.543
0.326,0.895,0.283,0.048,0.398,0.390
0.130,0.820,0.014,0.677,0.439,0.416
0.299,0.465,0.878,0.565,0.934,0.628
0.248,0.951,0.978,0.061,0.768,0.601
0.058,0.160,0.174,0.023,0.173,0.117
0.068,0.126,0.862,0.476,0.406,0.388
0.740,0.665,0.096,0.223,0.300,0.405
0.029,0.509,0.193,0.931,0.277,0.388
0.719,0.861,0.876,0.723,0.790,0.794
0.559,0.538,0.230,0.735,0.170,0.446
0.449,0.528,0.659,0.814,0.200,0.530
0.409,0.716,0.249,0.226,0.863,0.493
0.512,0.373,0.124,0.669,0.326,0.401
0.226,0.891,0.468,0.964,0.904,0.691
0.002,0.185,0.045,0.635,0.122,0.198
0.084,0.991,0.102,0.135,0.214,0.305
0.711,0.379,0.998,0.535,0.075,0.540
0.267,0.464,0.979,0.013,0.576,0.460
0.092,0.731,0.888,0.131,0.962,0.561
0.835,0.497,0.545,0.442,0.255,0.515
0.455,0.712,0.028,0.572,0.598,0.473
0.186,0.351,0.311,0.272,0.172,0.258
0.766,0.289,0.294,0.866,0.825,0.608
0.491,0.345,0.579,0.389,0.026,0.366
0.285,0.015,0.983,0.334,0.818,0.487
0.036,0.962,0.617,0.141,0.079,0.367
0.288,0.315,0.115,0.451,0.609,0.355
0.008,0.456,0.909,0.324,0.384,0.416
0.181,0.566,0.604,0.194,0.759,0.461
0.104,0.970,0.904,0.655,0.113,0.549
0.660,0.361,0.472,0.292,0.631,0.483
0.914,0.415,0.380,0.956,0.705,0.674
0.715,0.078,0.100,0.405,0.112,0.282
0.913,0.006,0.593,0.155,0.838,0.501
0.222,0.041,0.944,0.056,0.213,0.295
0.299,0.402,0.157,0.547,0.835,0.448
0.036,0.121,0.346,0.766,0.100,0.274
0.092,0.607,0.386,0.117,0.080,0.256
0.878,0.037,0.529,0.192,0.053,0.338
0.937,0.800,0.646,0.601,0.608,0.718
0.767,0.808,0.792,0.760,0.613,0.748
0.709,0.982,0.506,0.437,0.116,0.550
0.674,0.217,0.309,0.769,0.057,0.405
0.611,0.965,0.203,0.984,0.184,0.589
0.793,0.498,0.496,0.110,0.356,0.451
0.729,0.255,0.111,0.127,0.992,0.443
0.736,0.156,0.553,0.085,0.679,0.442
0.508,0.501,0.518,0.757,0.671,0.591
0.841,0.220,0.368,0.237,0.384,0.410
0.415,0.679,0.862,0.728,0.198,0.576
0.638,0.274,0.961,0.266,0.736,0.575
0.194,0.833,0.633,0.397,0.562,0.523
0.147,0.673,0.066,0.235,0.468,0.318
0.832,0.310,0.950,0.841,0.339,0.655
0.964,0.266,0.977,0.710,0.382,0.660
0.357,0.703,0.830,0.247,0.351,0.498
0.859,0.514,0.702,0.561,0.865,0.700
0.888,0.483,0.857,0.568,0.973,0.754
0.257,0.228,0.451,0.250,0.420,0.321
0.374,0.093,0.744,0.973,0.079,0.453
0.586,0.597,0.013,0.082,0.391,0.334
0.813,0.362,0.111,0.436,0.874,0.519
0.767,0.701,0.805,0.961,0.982,0.843
0.362,0.536,0.490,0.184,0.099,0.334
0.782,0.282,0.502,0.688,0.878,0.627
0.851,0.584,0.075,0.786,0.786,0.616
0.481,0.817,0.900,0.655,0.551,0.681
0.872,0.723,0.152,0.526,0.206,0.496
0.986,0.396,0.147,0.233,0.019,0.356
0.229,0.205,0.620,0.405,0.918,0.475
0.639,0.592,0.371,0.732,0.906,0.648
0.077,0.111,0.715,0.565,0.022,0.298
0.402,0.522,0.866,0.641,0.929,0.672
0.297,0.438,0.561,0.203,0.414,0.383
0.307,0.956,0.686,0.969,0.370,0.658
0.812,0.999,0.905,0.396,0.683,0.759
0.731,0.316,0.138,0.373,0.168,0.345
0.589,0.934,0.781,0.426,0.447,0.636
0.102,0.746,0.989,0.015,0.066,0.384
0.310,0.531,0.471,0.523,0.492,0.466
0.268,0.173,0.828,0.520,0.299,0.418
0.707,0.232,0.233,0.076,0.437,0.337
0.874,0.826,0.250,0.500,0.586,0.607
0.372,0.299,0.912,0.526,0.323,0.487
0.799,0.880,0.282,0.965,0.516,0.688
0.412,0.001,0.389,0.940,0.945,0.538
0.663,0.756,0.835,0.255,0.360,0.574
0.165,0.406,0.148,0.553,0.019,0.258
0.246,0.698,0.360,0.849,0.227,0.476
0.585,0.188,0.417,0.683,0.265,0.428
0.619,0.049,0.838,0.074,0.514,0.419
0.041,0.734,0.130,0.584,0.078,0.313
0.959,0.441,0.805,0.682,0.428,0.663
0.205,0.826,0.936,0.420,0.423,0.562
0.059,0.256,0.767,0.465,0.084,0.326
0.742,0.125,0.596,0.376,0.473,0.462
0.048,0.676,0.843,0.804,0.704,0.615
0.056,0.656,0.171,0.382,0.121,0.277
0.120,0.010,0.008,0.769,0.602,0.302
0.099,0.136,0.425,0.163,0.568,0.278
0.425,0.653,0.016,0.815,0.781,0.538
0.551,0.773,0.523,0.205,0.903,0.591
0.262,0.448,0.987,0.897,0.664,0.652
0.071,0.013,0.038,0.120,0.880,0.224
0.449,0.191,0.901,0.689,0.642,0.575
0.119,0.559,0.332,0.626,0.289,0.385
0.701,0.788,0.178,0.866,0.486,0.604
0.279,0.705,0.835,0.011,0.074,0.381
0.429,0.546,0.882,0.286,0.018,0.432
0.884,0.497,0.077,0.219,0.998,0.535
0.792,0.938,0.871,0.706,0.727,0.807
0.846,0.931,0.912,0.752,0.969,0.882
0.697,0.381,0.250,0.649,0.043,0.404
0.758,0.014,0.102,0.229,0.773,0.375
0.679,0.268,0.214,0.132,0.237,0.306
0.861,0.010,0.226,0.956,0.727,0.556
0.422,0.699,0.347,0.301,0.146,0.383
0.205,0.607,0.018,0.381,0.692,0.381
0.849,0.660,0.960,0.993,0.789,0.850
0.689,0.961,0.698,0.139,0.878,0.673
0.123,0.544,0.646,0.423,0.921,0.532
0.193,0.502,0.457,0.503,0.869,0.505
0.880,0.099,0.440,0.492,0.059,0.394
0.693,0.807,0.977,0.227,0.851,0.711
0.918,0.895,0.035,0.127,0.863,0.568
0.964,0.609,0.584,0.171,0.145,0.495
0.501,0.475,0.888,0.874,0.896,0.727
0.208,0.683,0.742,0.736,0.821,0.638
0.436,0.962,0.982,0.125,0.168,0.534
0.372,0.776,0.962,0.850,0.172,0.626
0.990,0.805,0.902,0.135,0.750,0.716
0.822,0.113,0.099,0.620,0.932,0.517
0.805,0.115,0.533,0.187,0.753,0.478
0.679,0.351,0.207,0.565,0.701,0.501
0.158,0.895,0.497,0.793,0.932,0.655
